sample_id,tool,file,line,col,rule,severity,message,layer,context,label,notes
157,validate-actions,B_iterative_setup-cml_check.yml,86,8,action-version,warning,Using specific version of ./ is recommended. Consider using ./@version,registry,   84:     steps:\n   85:       - uses: actions/checkout@v3\n>  86:       - name: run action with latest\n   87:         uses: ./\n   88:         with:,FP,local action path ./ has no version concept
158,actionlint,B_iterative_setup-cml_check.yml,16,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   14:     runs-on: ubuntu-latest\n   15:     steps:\n>  16:       - uses: actions/checkout@v3\n   17:       - run: |\n   18:           npm ci,TP,deprecated Node runner version
159,actionlint,B_iterative_setup-cml_check.yml,36,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   34:     runs-on: ${{ matrix.system }}\n   35:     steps:\n>  36:       - uses: actions/checkout@v3\n   37:       - name: run action with latest\n   38:         uses: ./,TP,deprecated Node runner version
160,actionlint,B_iterative_setup-cml_check.yml,61,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   59:     runs-on: ${{ matrix.system }}\n   60:     steps:\n>  61:       - uses: actions/checkout@v3\n   62:       - name: run action with latest\n   63:         uses: ./,TP,deprecated Node runner version
161,actionlint,B_iterative_setup-cml_check.yml,85,15,action,error,"the runner of ""actions/checkout@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   83:     runs-on: ${{ matrix.system }}\n   84:     steps:\n>  85:       - uses: actions/checkout@v3\n   86:       - name: run action with latest\n   87:         uses: ./,TP,deprecated Node runner version
162,validate-actions,C_evidentlyai_evidently-ci-example_local.yml,27,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   25:     name: Evidently Report\n   26:     runs-on: ubuntu-22.04\n>  27:     steps:\n   28:       - uses: actions/checkout@v4\n   29:       - uses: actions/setup-python@v5,TP,outdated / unpinned action
163,validate-actions,C_evidentlyai_evidently-ci-example_local.yml,28,8,action-version,warning,Action actions/setup-python uses v5 (resolves to v5.6.0) which is major version outdated. Current latest is v6.2.0.,registry,   26:     runs-on: ubuntu-22.04\n   27:     steps:\n>  28:       - uses: actions/checkout@v4\n   29:       - uses: actions/setup-python@v5\n   30:         with:,TP,outdated / unpinned action
164,validate-actions,Chalarangelo_30-seconds-of-code_stale.yml,20,6,action-version,warning,Action actions/stale uses v5 (resolves to v5.2.1) which is major version outdated. Current latest is v10.2.0.,registry,   18:       pull-requests: write\n   19: \n>  20:     steps:\n   21:     - uses: actions/stale@v5\n   22:       with:,TP,outdated / unpinned action
165,actionlint,Chalarangelo_30-seconds-of-code_stale.yml,21,13,action,error,"the runner of ""actions/stale@v5"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   19: \n   20:     steps:\n>  21:     - uses: actions/stale@v5\n   22:       with:\n   23:         repo-token: ${{ secrets.GITHUB_TOKEN }},TP,deprecated Node runner version
166,validate-actions,Chalarangelo_30-seconds-of-code_test.yml,16,6,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   14:       matrix:\n   15:         node-version: [22.14.0]\n>  16:     steps:\n   17:     - uses: actions/checkout@v4\n   18:     - name: Use Node.js ${{ matrix.node-version }},TP,outdated / unpinned action
167,validate-actions,Chalarangelo_30-seconds-of-code_test.yml,18,6,action-version,warning,Action actions/setup-node uses outdated v1 which cannot be resolved to any available version. Current latest is v6.3.0.,registry,   16:     steps:\n   17:     - uses: actions/checkout@v4\n>  18:     - name: Use Node.js ${{ matrix.node-version }}\n   19:       uses: actions/setup-node@v1\n   20:       with:,TP,outdated / unpinned action
168,actionlint,Chalarangelo_30-seconds-of-code_test.yml,19,13,action,error,"the runner of ""actions/setup-node@v1"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   17:     - uses: actions/checkout@v4\n   18:     - name: Use Node.js ${{ matrix.node-version }}\n>  19:       uses: actions/setup-node@v1\n   20:       with:\n   21:         node-version: ${{ matrix.node-version }},TP,deprecated Node runner version
169,validate-actions,D_fmind_mlops-python-package_check.yml,12,8,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   10:   checks:\n   11:     runs-on: ubuntu-latest\n>  12:     steps:\n   13:       - uses: actions/checkout@v4\n   14:       - uses: ./.github/actions/setup,TP,outdated / unpinned action
170,validate-actions,D_fmind_mlops-python-package_check.yml,13,8,marketplace,warning,Couldn't fetch metadata for ./.github/actions/setup. Continuing validation without input validation.,registry,   11:     runs-on: ubuntu-latest\n   12:     steps:\n>  13:       - uses: actions/checkout@v4\n   14:       - uses: ./.github/actions/setup\n   15:       - run: uv sync --group=check,INFRA,network: no GH_TOKEN; not a validation finding
171,validate-actions,D_fmind_mlops-python-package_check.yml,13,8,marketplace,warning,Couldn't fetch version tags for ./.github. Continuing without version validation.,registry,   11:     runs-on: ubuntu-latest\n   12:     steps:\n>  13:       - uses: actions/checkout@v4\n   14:       - uses: ./.github/actions/setup\n   15:       - run: uv sync --group=check,INFRA,network: no GH_TOKEN; not a validation finding
172,validate-actions,D_fmind_mlops-python-package_check.yml,13,8,action-version,warning,Using specific version of ./.github/actions/setup is recommended. Consider using ./.github/actions/setup@version,registry,   11:     runs-on: ubuntu-latest\n   12:     steps:\n>  13:       - uses: actions/checkout@v4\n   14:       - uses: ./.github/actions/setup\n   15:       - run: uv sync --group=check,FP,local action path ./ has no version concept
173,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,32,6,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   30: \n   31:     steps:\n>  32:     - name: Checkout repository\n   33:       uses: actions/checkout@v4\n   34:       with:,TP,outdated / unpinned action
174,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,37,6,action-version,warning,Action actions/setup-python uses v4 (resolves to v4.9.1) which is major version outdated. Current latest is v6.2.0.,registry,   35:         fetch-depth: 0\n   36: \n>  37:     - name: Set up Python\n   38:       uses: actions/setup-python@v4\n   39:       with:,TP,outdated / unpinned action
175,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,42,6,action-version,warning,Action astral-sh/setup-uv uses outdated v1 which cannot be resolved to any available version. Current latest is v8.0.0.,registry,   40:         python-version: ${{ env.PYTHON_VERSION }}\n   41: \n>  42:     - name: Install uv\n   43:       uses: astral-sh/setup-uv@v1\n   44:       with:,TP,outdated / unpinned action
176,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,47,6,action-version,warning,Action actions/cache uses v3 (resolves to v3.5.0) which is major version outdated. Current latest is v5.0.5.,registry,"   45:         version: ""latest""\n   46: \n>  47:     - name: Cache uv dependencies\n   48:       uses: actions/cache@v3\n   49:       with:",TP,outdated / unpinned action
177,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,61,6,action-version,warning,Action docker/setup-buildx-action uses v3 (resolves to v3.12.0) which is major version outdated. Current latest is v4.0.0.,registry,   59: \n   60:     # Build and push Docker image with preview tag\n>  61:     - name: Set up Docker Buildx\n   62:       uses: docker/setup-buildx-action@v3\n   63: ,TP,outdated / unpinned action
178,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,64,6,action-version,warning,Action docker/login-action uses v3 (resolves to v3.7.0) which is major version outdated. Current latest is v4.1.0.,registry,   62:       uses: docker/setup-buildx-action@v3\n   63: \n>  64:     - name: Log in to Docker Hub\n   65:       uses: docker/login-action@v3\n   66:       with:,TP,outdated / unpinned action
179,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,71,6,action-version,warning,Action docker/build-push-action uses outdated v5 which cannot be resolved to any available version. Current latest is v7.1.0.,registry,   69:         password: ${{ secrets.DOCKER_PASSWORD }}\n   70: \n>  71:     - name: Build and push preview Docker image\n   72:       uses: docker/build-push-action@v5\n   73:       with:,TP,outdated / unpinned action
180,validate-actions,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,104,6,action-version,warning,Action actions/github-script uses v7 (resolves to v7.1.0) which is major version outdated. Current latest is v9.0.0.,registry,  102: \n  103:     # Comment PR with deployment status\n> 104:     - name: Comment PR with deployment status\n  105:       uses: actions/github-script@v7\n  106:       with:,TP,outdated / unpinned action
181,actionlint,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,38,13,action,error,"the runner of ""actions/setup-python@v4"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   36: \n   37:     - name: Set up Python\n>  38:       uses: actions/setup-python@v4\n   39:       with:\n   40:         python-version: ${{ env.PYTHON_VERSION }},TP,deprecated Node runner version
182,actionlint,E_langchain-samples_cicd-pipeline-example_preview-deployment.yml,48,13,action,error,"the runner of ""actions/cache@v3"" action is too old to run on GitHub Actions. update the action's version to fix this issue",registry,   46: \n   47:     - name: Cache uv dependencies\n>  48:       uses: actions/cache@v3\n   49:       with:\n   50:         path: |,TP,deprecated Node runner version
183,validate-actions,E_promptfoo_promptfoo-action_test.yml,41,8,marketplace,warning,Couldn't fetch metadata for ./. Continuing validation without input validation.,registry,   39:     runs-on: ubuntu-latest\n   40:     steps:\n>  41:       - uses: actions/checkout@v6\n   42:       - uses: ./\n   43:         with:,INFRA,network: no GH_TOKEN; not a validation finding
184,validate-actions,E_promptfoo_promptfoo-action_test.yml,41,8,marketplace,warning,Couldn't fetch version tags for ./. Continuing without version validation.,registry,   39:     runs-on: ubuntu-latest\n   40:     steps:\n>  41:       - uses: actions/checkout@v6\n   42:       - uses: ./\n   43:         with:,INFRA,network: no GH_TOKEN; not a validation finding
185,validate-actions,E_promptfoo_promptfoo-action_test.yml,41,8,action-version,warning,Using specific version of ./ is recommended. Consider using ./@version,registry,   39:     runs-on: ubuntu-latest\n   40:     steps:\n>  41:       - uses: actions/checkout@v6\n   42:       - uses: ./\n   43:         with:,FP,local action path ./ has no version concept
186,validate-actions,EbookFoundation_free-programming-books_fpb-lint.yml,13,6,action-version,warning,Action actions/checkout uses v4 (resolves to v4.3.1) which is major version outdated. Current latest is v6.0.2.,registry,   11:     runs-on: ubuntu-latest\n   12: \n>  13:     steps:\n   14:     - uses: actions/checkout@v4\n   15:     - name: Use Node.js,TP,outdated / unpinned action
187,validate-actions,EbookFoundation_free-programming-books_fpb-lint.yml,15,6,action-version,warning,Action actions/setup-node uses v4 (resolves to v4.4.0) which is major version outdated. Current latest is v6.3.0.,registry,   13:     steps:\n   14:     - uses: actions/checkout@v4\n>  15:     - name: Use Node.js\n   16:       uses: actions/setup-node@v4\n   17:       with:,TP,outdated / unpinned action
188,validate-actions,EbookFoundation_free-programming-books_fpb-lint.yml,31,6,action-version,warning,Action actions/upload-artifact uses v4 (resolves to v4.6.2) which is major version outdated. Current latest is v7.0.1.,registry,   29:           echo ${{ github.event.pull_request.html_url }} > ./pr/PRurl\n   30:           cat output.log | sed -E 's:/home/runner/work/free-programming-books/|⚠.+::' | uniq > ./pr/error.log\n>  31: \n   32:     - uses: actions/upload-artifact@v4\n   33:       if: always(),TP,outdated / unpinned action
